trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,756.883726737,2,5,4,9,3,8,0,6,1,1,2,770.3858081129983,None,2,5,1,9,3,8,0,6,0,771.5986810180002,None,771.5986810180002,None,771.5986810180002,None,771.5986810180002,None,771.5986810180002,None,771.5986810180002,None,771.5986810180002,None,771.5986810180002,None,771.7053501359987,772.2117733529994,771.7053501359987,772.2117733529994,771.7053501359987,772.2117733529994,None,None,left,5.261925491999136,771.7053501359987,None,None,None,c,0.4373087639978621,777.0099654469996,None,777.4631234869994,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,764.5359075669985,3,7,4,5,2,8,0,6,1,1,0,778.0496206349999,None,1,7,4,5,2,8,0,6,0,779.2758235059991,None,779.2758235059991,None,779.2758235059991,None,779.2758235059991,None,779.2758235059991,None,779.2758235059991,None,779.2758235059991,None,779.2758235059991,None,779.382392026997,779.8889144899986,779.382392026997,779.8889144899986,779.382392026997,779.8889144899986,None,None,down,1.416872259000229,779.382392026997,None,None,None,z,0.5028139060013928,780.8484688209974,None,781.3682889029988,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,798.9562079749994,2,8,3,9,4,5,0,6,0,1,0,812.4632058930001,None,1,8,3,9,4,5,0,6,1,815.088832854999,None,815.088832854999,None,815.088832854999,None,815.088832854999,None,815.088832854999,None,815.088832854999,None,815.088832854999,None,815.088832854999,None,813.7827424619973,814.2892163329998,813.7827424619973,814.2892163329998,813.7827424619973,814.2892163329998,None,None,down,0.8624394630023744,815.088832854999,None,None,None,z,0.2600483339992934,815.9952344729973,None,816.2750720969998,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,803.3482605850004,2,8,4,6,0,9,3,7,0,0,3,816.8615563149979,None,2,8,4,6,0,9,3,7,2,819.4872404589987,None,819.4872404589987,None,819.4872404589987,None,819.4872404589987,None,819.4872404589987,None,819.4872404589987,None,819.4872404589987,None,819.4872404589987,None,818.1810742809976,818.6874679840002,818.1810742809976,818.6874679840002,818.1810742809976,818.6874679840002,None,None,left,0.6240924499979883,819.4872404589987,None,None,None,z,0.19764196500182152,820.1536581299988,None,820.3668870619986,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,807.4403969949999,1,5,4,6,2,7,0,8,1,1,1,820.9533057789995,None,1,3,4,6,2,7,0,8,2,822.179567051,None,822.179567051,None,822.179567051,None,822.179567051,None,822.179567051,None,822.179567051,None,822.179567051,None,822.179567051,None,822.2861807079971,822.7925971379991,822.2861807079971,822.7925971379991,822.2861807079971,822.7925971379991,None,None,down,1.561139978999563,822.2861807079971,None,None,None,x,0.3324700519988255,823.8988366539998,None,824.245366616,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,811.317246882998,2,5,3,8,1,6,0,9,0,0,2,824.8318343469982,None,2,5,3,8,1,6,0,9,3,827.4575414309984,None,827.4575414309984,None,827.4575414309984,None,827.4575414309984,None,827.4575414309984,None,827.4575414309984,None,827.4575414309984,None,827.4575414309984,None,826.1513698169983,826.6577979679969,826.1513698169983,826.6577979679969,826.1513698169983,826.6577979679969,None,None,left,0.4617267809990153,827.4575414309984,None,None,None,z,0.2193052760012506,827.963979660999,None,828.2038688419998,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,815.274858427998,1,9,3,8,4,7,2,5,1,0,1,828.790370527,None,1,9,3,8,4,7,2,5,3,830.0031933949977,None,830.0031933949977,None,830.0031933949977,None,830.0031933949977,None,830.0031933949977,None,830.0031933949977,None,830.0031933949977,None,830.0031933949977,None,830.1097912279984,830.616303543,830.1097912279984,830.616303543,830.1097912279984,830.616303543,None,None,left,0.649535462998756,830.1097912279984,None,None,None,z,0.24433189999763272,830.8029403069995,None,831.0694481339997,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,818.1415376869991,3,8,1,5,4,6,0,9,0,0,6,831.6559519019975,None,3,8,1,5,4,6,0,9,4,834.2815878679976,None,834.2815878679976,None,834.2815878679976,None,834.2815878679976,None,834.2815878679976,None,834.2815878679976,None,834.2815878679976,None,834.2815878679976,None,832.9754817609974,833.4818903239975,832.9754817609974,833.4818903239975,832.9754817609974,833.4818903239975,None,None,left,2.2856821440000203,834.2815878679976,None,None,None,x,0.24926497799970093,836.6140090419976,None,836.8805942319996,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,823.9551586479975,1,6,0,7,3,5,4,8,1,0,0,837.4670853609969,None,1,6,0,7,3,5,4,8,4,838.6799069669978,None,838.6799069669978,None,838.6799069669978,None,838.6799069669978,None,838.6799069669978,None,838.6799069669978,None,838.6799069669978,None,838.6799069669978,None,838.7865873569972,839.2929929149977,838.7865873569972,839.2929929149977,838.7865873569972,839.2929929149977,None,None,down,1.3086336599990318,838.7865873569972,None,None,None,x,0.2131580560017028,840.1460864629989,None,840.3725875259988,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,827.4434846250006,0,7,2,5,3,8,1,9,1,1,3,840.9591133839967,None,0,7,2,4,3,8,1,9,4,842.1719181139997,None,842.1719181139997,None,842.1719181139997,None,842.1719181139997,None,842.1719181139997,None,842.1719181139997,None,842.1719181139997,None,842.1719181139997,None,842.2785560550001,842.7850657159979,842.2785560550001,842.7850657159979,842.2785560550001,842.7850657159979,None,None,left,2.7367136309985653,842.2785560550001,None,None,None,z,0.2231343960011145,845.0641372639984,None,845.304083125,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,832.3765895769975,0,8,2,9,3,6,4,7,1,1,7,845.8905250689968,None,0,8,2,9,3,6,4,1,4,847.1034414409987,None,847.1034414409987,None,847.1034414409987,None,847.1034414409987,None,847.1034414409987,None,847.1034414409987,None,847.1034414409987,None,847.1034414409987,None,847.2100184759984,847.7164997239997,847.2100184759984,847.7164997239997,847.2100184759984,847.7164997239997,None,None,down,2.3252450239997415,847.2100184759984,None,None,None,x,0.2167684360028943,849.5825055879977,None,849.822356102999,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,836.8931508620008,2,6,4,5,3,8,0,9,0,1,2,850.3954921629993,None,2,6,1,5,3,8,0,9,5,853.007860679998,None,853.007860679998,None,853.007860679998,None,853.007860679998,None,853.007860679998,None,853.007860679998,None,853.007860679998,None,853.007860679998,None,851.7150287819968,852.2214306469978,851.7150287819968,852.2214306469978,851.7150287819968,852.2214306469978,860.9648647209979,None,down,9.183310290001828,853.007860679998,None,None,None,z,0.5949450580010307,862.2443308259972,None,862.8574176629991,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,849.9311081519991,0,9,3,7,1,6,2,5,1,0,5,863.4439250409996,None,0,9,3,7,1,6,2,5,5,864.6701022659981,None,864.6701022659981,None,864.6701022659981,None,864.6701022659981,None,864.6701022659981,None,864.6701022659981,None,864.6701022659981,None,864.6701022659981,None,864.7633702359999,865.2698789529968,864.7633702359999,865.2698789529968,864.7633702359999,865.2698789529968,None,None,left,1.3639000920011313,864.7633702359999,None,None,None,x,0.4551094970011036,866.1761271549985,None,866.6559853299987,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,853.7284659949983,3,8,4,9,0,7,2,6,1,1,4,867.242494656999,None,3,8,4,9,1,7,2,6,5,868.4686598749977,None,868.4686598749977,None,868.4686598749977,None,868.4686598749977,None,868.4686598749977,None,868.4686598749977,None,868.4686598749977,None,868.4686598749977,None,868.5619353119982,869.0683856899996,868.5619353119982,869.0683856899996,868.5619353119982,869.0683856899996,None,None,left,1.3732410240008903,868.5619353119982,None,None,None,x,0.2592369160011003,869.9880509489994,None,870.2679443939996,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,857.3399781049993,1,6,0,9,4,8,2,5,0,1,1,870.8544428200003,None,1,3,0,9,4,8,2,5,6,873.4667209489999,None,873.4667209489999,None,873.4667209489999,None,873.4667209489999,None,873.4667209489999,None,873.4667209489999,None,873.4667209489999,None,873.4667209489999,None,872.1605148509989,872.6670003149993,872.1605148509989,872.6670003149993,872.1605148509989,872.6670003149993,None,None,down,1.8045411970015266,873.4667209489999,None,None,None,z,0.5038903300010134,875.3194211969967,None,875.8391514519972,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,862.9125221459981,0,5,2,7,1,9,3,6,0,0,6,876.4256531589999,None,0,5,2,7,1,9,3,6,7,879.0512925529983,None,879.0512925529983,None,879.0512925529983,None,879.0512925529983,None,879.0512925529983,None,879.0512925529983,None,879.0512925529983,None,879.0512925529983,None,877.745123187,878.2515829719996,877.745123187,878.2515829719996,877.745123187,878.2515829719996,None,None,left,1.0999762559986266,879.0512925529983,None,None,None,z,0.21770601400203304,880.1975679979987,None,880.437436106,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,867.5117345779981,1,7,3,8,4,9,0,6,0,1,2,881.0239305999967,None,1,7,2,8,4,9,0,6,0,883.6495066509997,None,883.6495066509997,None,883.6495066509997,None,883.6495066509997,None,883.6495066509997,None,883.6495066509997,None,883.6495066509997,None,883.6495066509997,None,882.3567569949992,882.863220236999,882.3567569949992,882.863220236999,882.3567569949992,882.863220236999,None,None,left,1.7177159000020765,883.6495066509997,None,None,None,x,0.6863479530002223,885.4089345139982,None,886.1152726239998,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,883.7928702780009,0,7,2,8,4,6,3,9,0,1,6,897.3110127740001,None,0,7,2,8,4,6,1,9,1,899.936736771997,None,899.936736771997,None,899.936736771997,None,899.936736771997,None,899.936736771997,None,899.936736771997,None,899.936736771997,None,899.936736771997,None,898.6438767319996,899.1503913779998,898.6438767319996,899.1503913779998,898.6438767319996,899.1503913779998,None,None,down,1.9345496370006003,899.936736771997,None,None,None,z,0.8686464620004699,901.9226259919997,None,902.8156370739998,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,889.8860036549995,3,6,4,8,0,9,2,5,0,0,2,903.388727360998,None,3,6,4,8,0,9,2,5,2,906.0010629559983,None,906.0010629559983,None,906.0010629559983,None,906.0010629559983,None,906.0010629559983,None,906.0010629559983,None,906.0010629559983,None,906.0010629559983,None,904.708277578,905.2146671129995,904.708277578,905.2146671129995,904.708277578,905.2146671129995,None,None,left,2.0782572879979853,906.0010629559983,None,None,None,z,0.39901957400070387,908.1203111389987,None,908.5334418989987,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,895.6042828760001,2,8,0,5,3,7,1,9,1,0,2,909.1199466599974,None,2,8,0,5,3,7,1,9,2,910.3327722899994,None,910.3327722899994,None,910.3327722899994,None,910.3327722899994,None,910.3327722899994,None,910.3327722899994,None,910.3327722899994,None,910.3327722899994,None,910.4394443139972,910.9458732200001,910.4394443139972,910.9458732200001,910.4394443139972,910.9458732200001,None,None,left,0.8078228630001831,910.4394443139972,None,None,None,z,0.3627856230014004,911.2924877749974,None,911.6789415719977,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,898.7526830159986,3,6,0,8,1,7,4,9,0,1,0,912.2653284009975,None,2,6,0,8,1,7,4,9,3,914.8777157559998,None,914.8777157559998,None,914.8777157559998,None,914.8777157559998,None,914.8777157559998,None,914.8777157559998,None,914.8777157559998,None,914.8777157559998,None,913.5849101289969,914.0913577519968,913.5849101289969,914.0913577519968,913.5849101289969,914.0913577519968,None,None,down,1.3215654259984149,914.8777157559998,None,None,None,z,0.20477055900119012,916.2505011839967,None,916.4770839089979,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,903.5504043129986,4,9,3,6,2,8,1,7,0,1,4,917.063549792998,None,4,9,3,6,0,8,1,7,0,919.6759316129974,None,919.6759316129974,None,919.6759316129974,None,919.6759316129974,None,919.6759316129974,None,919.6759316129974,None,919.6759316129974,None,919.6759316129974,None,918.3830561849973,918.889576218,918.3830561849973,918.889576218,918.3830561849973,918.889576218,None,None,left,3.0113637249996827,919.6759316129974,None,None,None,x,0.40716457400048967,922.7281216509982,None,923.1545690109997,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,910.226520324999,0,6,3,8,4,9,1,5,0,1,2,923.7410699209977,None,0,6,2,8,4,9,1,5,1,926.3666731759986,None,926.3666731759986,None,926.3666731759986,None,926.3666731759986,None,926.3666731759986,None,926.3666731759986,None,926.3666731759986,None,926.3666731759986,None,925.0604922539969,925.5669464139974,925.0604922539969,925.5669464139974,925.0604922539969,925.5669464139974,None,None,down,1.4885968350026815,926.3666731759986,None,None,None,z,0.7717887250000786,927.8994955749986,None,928.6857937549976,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,915.759992244999,1,9,2,6,4,8,0,7,1,0,2,929.2722901829984,None,1,9,2,6,4,8,0,7,1,930.4851414259974,None,930.4851414259974,None,930.4851414259974,None,930.4851414259974,None,930.4851414259974,None,930.4851414259974,None,930.4851414259974,None,930.4851414259974,None,930.5918096389978,931.0982493869997,930.5918096389978,931.0982493869997,930.5918096389978,931.0982493869997,None,None,left,3.0474677860001975,930.5918096389978,None,None,None,z,0.33937222600070527,933.6839328179994,None,934.0437565119973,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,921.1159637300007,2,6,1,8,0,5,4,9,1,0,1,934.6302327049998,None,2,6,1,8,0,5,4,9,1,935.8563782799974,None,935.8563782799974,None,935.8563782799974,None,935.8563782799974,None,935.8563782799974,None,935.8563782799974,None,935.8563782799974,None,935.8563782799974,None,935.949770944997,936.4562587189976,935.949770944997,936.4562587189976,935.949770944997,936.4562587189976,None,None,left,0.7774957760011603,935.949770944997,None,None,None,z,0.2311368880000373,936.776132439998,None,937.0293175890001,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,924.0996948829998,2,8,0,7,4,9,3,5,0,0,7,937.6024155749983,None,2,8,0,7,4,9,3,5,2,940.2147958859969,None,940.2147958859969,None,940.2147958859969,None,940.2147958859969,None,940.2147958859969,None,940.2147958859969,None,940.2147958859969,None,940.2147958859969,None,938.9219718509994,939.4283953359991,938.9219718509994,939.4283953359991,938.9219718509994,939.4283953359991,None,None,left,0.8564620049983205,940.2147958859969,None,None,None,z,0.15011489000244183,941.1211545139995,None,941.2943819049979,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,928.3678362889987,1,6,3,9,0,7,2,5,1,0,5,941.8808020369979,None,1,6,3,9,0,7,2,5,2,943.1067873829998,None,943.1067873829998,None,943.1067873829998,None,943.1067873829998,None,943.1067873829998,None,943.1067873829998,None,943.1067873829998,None,943.1067873829998,None,943.2003091979968,943.706835738998,943.2003091979968,943.706835738998,943.2003091979968,943.706835738998,None,None,left,1.8309564189985394,943.2003091979968,None,None,None,x,0.23174271900279564,945.079582741997,None,945.3328424189967,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,932.4056968830009,3,8,1,6,2,9,4,7,0,0,1,945.9193292409982,None,3,8,1,6,2,9,4,7,3,948.5449958019999,None,948.5449958019999,None,948.5449958019999,None,948.5449958019999,None,948.5449958019999,None,948.5449958019999,None,948.5449958019999,None,948.5449958019999,None,947.2388217729967,947.7452346600003,947.2388217729967,947.7452346600003,947.2388217729967,947.7452346600003,None,None,left,0.6062743199981924,948.5449958019999,None,None,None,z,0.2651768979994813,949.1980917259971,None,949.4779331099999,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,936.551861562999,0,5,4,7,3,8,1,6,1,1,4,950.0643712359997,None,0,5,4,7,2,8,1,6,3,951.2906170259994,None,951.2906170259994,None,951.2906170259994,None,951.2906170259994,None,951.2906170259994,None,951.2906170259994,None,951.2906170259994,None,951.2906170259994,None,951.397210064999,951.903719042999,951.397210064999,951.903719042999,951.397210064999,951.903719042999,None,None,left,2.8420591070025694,951.397210064999,None,None,None,x,0.27781634200073313,954.2894259829991,None,954.5826675139979,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,941.6567379709995,1,6,4,8,2,5,0,7,0,0,6,955.1691633699993,None,1,6,4,8,2,5,0,7,4,957.7948188459995,None,957.7948188459995,None,957.7948188459995,None,957.7948188459995,None,957.7948188459995,None,957.7948188459995,None,957.7948188459995,None,957.7948188459995,None,956.5019891819975,957.0083671409993,956.5019891819975,957.0083671409993,956.5019891819975,957.0083671409993,None,None,left,0.47644094100178336,957.7948188459995,None,None,None,z,0.23664142499910668,958.314643406,None,958.5678226479977,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,945.6397356529997,0,9,4,8,1,6,2,5,1,1,5,959.1543012749971,None,0,9,4,8,1,3,2,5,4,960.3671330259967,None,960.3671330259967,None,960.3671330259967,None,960.3671330259967,None,960.3671330259967,None,960.3671330259967,None,960.3671330259967,None,960.3671330259967,None,960.4604548649986,960.9669210079992,960.4604548649986,960.9669210079992,960.4604548649986,960.9669210079992,None,None,left,0.9307975000010629,960.4604548649986,None,None,None,z,0.189827302001504,961.4334447289984,None,961.6466406209984,None,,,,,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
